日期,品牌,车型,销售数量,单价(万元),销售额(万元),省份,城市,经销商
2025-05-05,比亚迪,唐,4,28.1,112.4,福建,福州,福州比亚迪4S店
2025-05-05,小鹏,G6,8,39.2,313.6,福建,厦门,厦门小鹏4S店
2025-05-05,吉利,博越,7,17.7,123.9,上海,上海市,上海市吉利4S店
2025-05-06,蔚来,ET5,4,42.1,168.4,湖北,武汉,武汉蔚来4S店
2025-05-06,吉利,星越L,1,17.8,17.8,湖北,襄阳,襄阳吉利4S店
2025-05-07,蔚来,EC6,3,43.3,129.9,广东,深圳,深圳蔚来4S店
2025-05-07,蔚来,ET5,2,36.0,72.0,湖北,武汉,武汉蔚来4S店
2025-05-08,比亚迪,汉,8,17.7,141.6,河北,唐山,唐山比亚迪4S店
2025-05-08,奔驰,GLC,2,40.9,81.8,湖南,株洲,株洲奔驰4S店
2025-05-08,理想,L9,2,37.1,74.2,上海,上海市,上海市理想4S店
2025-05-08,大众,迈腾,4,22.4,89.6,江苏,南京,南京大众4S店
2025-05-09,比亚迪,唐,6,19.6,117.6,湖北,武汉,武汉比亚迪4S店
2025-05-09,特斯拉,Model Y,3,48.3,144.9,北京,北京市,北京市特斯拉4S店
2025-05-09,吉利,帝豪,4,13.7,54.8,重庆,重庆市,重庆市吉利4S店
2025-05-10,大众,速腾,5,14.2,71.0,北京,北京市,北京市大众4S店
2025-05-11,本田,CR-V,8,11.8,94.4,安徽,芜湖,芜湖本田4S店
2025-05-13,蔚来,ET5,7,38.6,270.2,北京,北京市,北京市蔚来4S店
2025-05-13,大众,速腾,10,24.4,244.0,湖南,长沙,长沙大众4S店
2025-05-14,丰田,RAV4,7,17.5,122.5,广东,东莞,东莞丰田4S店
2025-05-14,奔驰,GLC,6,38.5,231.0,山东,青岛,青岛奔驰4S店
2025-05-14,理想,L7,7,30.6,214.2,陕西,西安,西安理想4S店
2025-05-14,小鹏,G9,3,24.7,74.1,河北,石家庄,石家庄小鹏4S店
2025-05-15,吉利,博越,2,13.1,26.2,陕西,西安,西安吉利4S店
2025-05-15,长安,逸动,7,12.5,87.5,山东,烟台,烟台长安4S店
2025-05-16,长城,哈弗H6,3,13.1,39.3,湖北,武汉,武汉长城4S店
2025-05-16,小鹏,G9,4,31.8,127.2,河南,郑州,郑州小鹏4S店
2025-05-16,宝马,X5,6,49.5,297.0,陕西,西安,西安宝马4S店
2025-05-16,丰田,凯美瑞,6,27.9,167.4,江苏,南京,南京丰田4S店
2025-05-17,蔚来,ET5,3,48.3,144.9,湖北,武汉,武汉蔚来4S店
2025-05-18,宝马,3系,5,40.1,200.5,江苏,苏州,苏州宝马4S店
2025-05-18,长城,坦克300,1,20.3,20.3,四川,成都,成都长城4S店
2025-05-19,吉利,星瑞,10,9.4,94.0,安徽,合肥,合肥吉利4S店
2025-05-19,特斯拉,Model 3,7,28.1,196.7,四川,绵阳,绵阳特斯拉4S店
2025-05-19,小鹏,P7,7,31.1,217.7,浙江,杭州,杭州小鹏4S店
2025-05-20,本田,雅阁,4,20.8,83.2,福建,厦门,厦门本田4S店
2025-05-20,奥迪,A6L,2,49.9,99.8,重庆,重庆市,重庆市奥迪4S店
2025-05-20,丰田,卡罗拉,8,19.6,156.8,福建,厦门,厦门丰田4S店
2025-05-20,理想,L8,8,43.8,350.4,河北,唐山,唐山理想4S店
2025-05-20,蔚来,ET7,1,35.6,35.6,广东,广州,广州蔚来4S店
2025-05-21,长安,CS75,2,12.2,24.4,江苏,苏州,苏州长安4S店
2025-05-21,丰田,RAV4,8,15.9,127.2,湖南,株洲,株洲丰田4S店
2025-05-21,丰田,凯美瑞,3,25.3,75.9,四川,成都,成都丰田4S店
2025-05-21,理想,L9,9,48.3,434.7,广东,广州,广州理想4S店
2025-05-21,特斯拉,Model 3,9,58.5,526.5,湖北,武汉,武汉特斯拉4S店
2025-05-22,比亚迪,秦PLUS,3,16.7,50.1,福建,厦门,厦门比亚迪4S店
2025-05-22,丰田,卡罗拉,8,33.8,270.4,上海,上海市,上海市丰田4S店
2025-05-22,理想,L7,9,49.8,448.2,江苏,南京,南京理想4S店
2025-05-22,小鹏,G6,7,27.1,189.7,河南,郑州,郑州小鹏4S店
2025-05-23,长城,坦克300,3,14.3,42.9,安徽,芜湖,芜湖长城4S店
2025-05-23,理想,L7,5,49.3,246.5,山东,烟台,烟台理想4S店
2025-05-23,小鹏,G6,2,25.0,50.0,四川,成都,成都小鹏4S店
2025-05-23,大众,速腾,8,16.5,132.0,上海,上海市,上海市大众4S店
2025-05-23,特斯拉,Model Y,4,27.8,111.2,河北,石家庄,石家庄特斯拉4S店
2025-05-24,理想,L8,10,37.3,373.0,浙江,温州,温州理想4S店
2025-05-25,蔚来,EC6,10,55.1,551.0,福建,厦门,厦门蔚来4S店
2025-05-25,特斯拉,Model 3,10,42.4,424.0,浙江,宁波,宁波特斯拉4S店
2025-05-25,小鹏,G6,3,32.1,96.3,湖北,武汉,武汉小鹏4S店
2025-05-26,本田,雅阁,10,15.0,150.0,福建,福州,福州本田4S店
2025-05-26,理想,L7,9,35.0,315.0,江苏,南京,南京理想4S店
2025-05-26,奥迪,Q3,3,51.7,155.1,陕西,西安,西安奥迪4S店
2025-05-26,长城,炮,5,20.6,103.0,河南,郑州,郑州长城4S店
2025-05-26,长安,CS75,5,14.2,71.0,北京,北京市,北京市长安4S店
2025-05-27,奔驰,GLE,5,36.2,181.0,浙江,杭州,杭州奔驰4S店
2025-05-27,吉利,帝豪,7,16.5,115.5,广东,东莞,东莞吉利4S店
2025-05-27,奥迪,A4L,2,28.8,57.6,陕西,西安,西安奥迪4S店
2025-05-28,长安,UNI-V,10,12.2,122.0,湖北,武汉,武汉长安4S店
2025-05-28,特斯拉,Model S,7,48.7,340.9,重庆,重庆市,重庆市特斯拉4S店
2025-05-28,宝马,X3,2,49.4,98.8,福建,福州,福州宝马4S店
2025-05-29,特斯拉,Model 3,7,55.3,387.1,江苏,苏州,苏州特斯拉4S店
2025-05-29,奔驰,GLE,3,39.9,119.7,陕西,西安,西安奔驰4S店
2025-05-30,蔚来,ET7,4,59.0,236.0,山东,青岛,青岛蔚来4S店
2025-05-30,本田,CR-V,9,24.3,218.7,重庆,重庆市,重庆市本田4S店
2025-05-30,蔚来,EC6,7,48.2,337.4,江苏,苏州,苏州蔚来4S店
2025-05-30,奥迪,A6L,5,28.7,143.5,山东,烟台,烟台奥迪4S店
2025-05-31,比亚迪,汉,2,15.2,30.4,上海,上海市,上海市比亚迪4S店
2025-05-31,比亚迪,汉,1,28.0,28.0,北京,北京市,北京市比亚迪4S店
2025-06-01,比亚迪,唐,1,17.9,17.9,湖南,长沙,长沙比亚迪4S店
2025-06-02,理想,L9,5,49.8,249.0,湖南,长沙,长沙理想4S店
2025-06-02,长城,哈弗H6,6,19.6,117.6,江苏,无锡,无锡长城4S店
2025-06-03,比亚迪,海豚,10,26.0,260.0,浙江,杭州,杭州比亚迪4S店
2025-06-04,本田,飞度,3,12.2,36.6,河南,洛阳,洛阳本田4S店
2025-06-04,大众,朗逸,1,15.6,15.6,河北,石家庄,石家庄大众4S店
2025-06-04,吉利,星越L,7,12.0,84.0,浙江,温州,温州吉利4S店
2025-06-06,蔚来,EC6,7,42.7,298.9,陕西,西安,西安蔚来4S店
2025-06-06,丰田,RAV4,9,16.9,152.1,广东,深圳,深圳丰田4S店
2025-06-07,本田,CR-V,8,17.7,141.6,四川,成都,成都本田4S店
2025-06-07,特斯拉,Model 3,4,43.5,174.0,河南,洛阳,洛阳特斯拉4S店
2025-06-07,蔚来,EC6,5,51.3,256.5,河南,郑州,郑州蔚来4S店
2025-06-08,宝马,X3,3,30.2,90.6,湖南,株洲,株洲宝马4S店
2025-06-08,长城,炮,8,24.2,193.6,四川,成都,成都长城4S店
2025-06-09,特斯拉,Model S,5,25.9,129.5,湖南,株洲,株洲特斯拉4S店
2025-06-09,吉利,帝豪,2,13.5,27.0,浙江,杭州,杭州吉利4S店
2025-06-10,奔驰,C级,10,45.4,454.0,浙江,宁波,宁波奔驰4S店
2025-06-10,长安,UNI-K,7,14.9,104.3,江苏,南京,南京长安4S店
2025-06-10,长城,坦克300,2,15.0,30.0,北京,北京市,北京市长城4S店
2025-06-10,大众,迈腾,6,23.7,142.2,湖北,襄阳,襄阳大众4S店
2025-06-10,特斯拉,Model 3,3,35.7,107.1,山东,烟台,烟台特斯拉4S店
2025-06-10,奔驰,C级,1,33.8,33.8,北京,北京市,北京市奔驰4S店
2025-06-10,奔驰,C级,8,50.8,406.4,四川,成都,成都奔驰4S店
2025-06-11,特斯拉,Model S,3,43.8,131.4,浙江,杭州,杭州特斯拉4S店
2025-06-11,本田,飞度,9,24.8,223.2,四川,绵阳,绵阳本田4S店
2025-06-11,小鹏,P7,2,25.0,50.0,浙江,温州,温州小鹏4S店
2025-06-11,奔驰,E级,4,30.2,120.8,河北,石家庄,石家庄奔驰4S店
2025-06-11,蔚来,ET5,4,30.4,121.6,河南,郑州,郑州蔚来4S店
2025-06-12,长城,炮,8,27.7,221.6,陕西,西安,西安长城4S店
2025-06-12,宝马,3系,5,32.7,163.5,四川,绵阳,绵阳宝马4S店
2025-06-12,吉利,星瑞,8,16.1,128.8,安徽,合肥,合肥吉利4S店
2025-06-12,特斯拉,Model S,2,43.7,87.4,广东,东莞,东莞特斯拉4S店
2025-06-13,特斯拉,Model Y,2,26.6,53.2,北京,北京市,北京市特斯拉4S店
2025-06-13,大众,朗逸,6,22.3,133.8,四川,成都,成都大众4S店
2025-06-13,吉利,博越,4,11.3,45.2,广东,广州,广州吉利4S店
2025-06-13,小鹏,G6,5,33.4,167.0,广东,深圳,深圳小鹏4S店
2025-06-14,长安,逸动,5,8.8,44.0,湖南,株洲,株洲长安4S店
2025-06-15,理想,L7,2,46.6,93.2,江苏,苏州,苏州理想4S店
2025-06-15,长安,UNI-V,4,8.3,33.2,福建,福州,福州长安4S店
2025-06-15,理想,L8,10,36.8,368.0,广东,佛山,佛山理想4S店
2025-06-15,比亚迪,秦PLUS,3,13.0,39.0,河北,石家庄,石家庄比亚迪4S店
2025-06-15,宝马,X5,7,54.6,382.2,陕西,西安,西安宝马4S店
2025-06-16,理想,L7,1,34.6,34.6,河北,唐山,唐山理想4S店
2025-06-16,丰田,汉兰达,8,14.6,116.8,湖北,襄阳,襄阳丰田4S店
2025-06-16,理想,L8,5,35.2,176.0,浙江,杭州,杭州理想4S店
2025-06-16,宝马,X3,5,35.6,178.0,浙江,宁波,宁波宝马4S店
2025-06-17,长城,坦克300,10,16.1,161.0,安徽,芜湖,芜湖长城4S店
2025-06-17,奥迪,A4L,3,27.7,83.1,重庆,重庆市,重庆市奥迪4S店
2025-06-18,奔驰,GLE,7,41.5,290.5,陕西,西安,西安奔驰4S店
2025-06-18,本田,思域,6,13.9,83.4,安徽,合肥,合肥本田4S店
2025-06-18,长安,UNI-V,3,16.3,48.9,湖南,株洲,株洲长安4S店
2025-06-20,奥迪,A4L,5,28.1,140.5,北京,北京市,北京市奥迪4S店
2025-06-21,宝马,3系,4,34.2,136.8,河南,郑州,郑州宝马4S店
2025-06-21,长安,逸动,3,9.9,29.7,广东,广州,广州长安4S店
2025-06-21,本田,CR-V,5,22.0,110.0,福建,厦门,厦门本田4S店
2025-06-23,吉利,星瑞,4,15.5,62.0,湖南,株洲,株洲吉利4S店
2025-06-23,长安,UNI-K,7,16.5,115.5,福建,福州,福州长安4S店
2025-06-23,奔驰,E级,7,52.8,369.6,广东,广州,广州奔驰4S店
2025-06-24,本田,CR-V,9,18.3,164.7,浙江,杭州,杭州本田4S店
2025-06-24,大众,朗逸,8,13.8,110.4,上海,上海市,上海市大众4S店
2025-06-24,奥迪,Q5L,3,48.3,144.9,河北,石家庄,石家庄奥迪4S店
2025-06-25,长城,哈弗H6,8,10.9,87.2,北京,北京市,北京市长城4S店
2025-06-25,蔚来,ES6,8,50.6,404.8,重庆,重庆市,重庆市蔚来4S店
2025-06-25,本田,飞度,3,22.1,66.3,河南,洛阳,洛阳本田4S店
2025-06-25,特斯拉,Model 3,3,45.8,137.4,陕西,西安,西安特斯拉4S店
2025-06-26,小鹏,P7,5,25.8,129.0,安徽,合肥,合肥小鹏4S店
2025-06-26,比亚迪,海豚,7,12.1,84.7,重庆,重庆市,重庆市比亚迪4S店
2025-06-26,长安,UNI-V,3,12.7,38.1,北京,北京市,北京市长安4S店
2025-06-26,本田,雅阁,9,11.5,103.5,湖南,株洲,株洲本田4S店
2025-06-26,比亚迪,海豚,10,12.4,124.0,浙江,温州,温州比亚迪4S店
2025-06-26,特斯拉,Model S,9,25.3,227.7,河南,郑州,郑州特斯拉4S店
2025-06-27,吉利,星越L,2,14.6,29.2,湖北,襄阳,襄阳吉利4S店
2025-06-27,奥迪,Q5L,4,47.4,189.6,浙江,温州,温州奥迪4S店
2025-06-28,奔驰,GLC,2,42.8,85.6,陕西,西安,西安奔驰4S店
2025-06-29,本田,雅阁,4,13.3,53.2,河南,洛阳,洛阳本田4S店
2025-06-29,蔚来,ES6,3,37.1,111.3,江苏,南京,南京蔚来4S店
2025-06-29,本田,飞度,2,11.9,23.8,江苏,无锡,无锡本田4S店
2025-06-29,长安,CS75,5,13.1,65.5,四川,成都,成都长安4S店
2025-06-29,丰田,RAV4,1,17.8,17.8,北京,北京市,北京市丰田4S店
2025-07-01,理想,L7,10,33.5,335.0,山东,烟台,烟台理想4S店
2025-07-01,理想,L9,5,49.3,246.5,湖北,襄阳,襄阳理想4S店
2025-07-01,丰田,RAV4,4,16.2,64.8,四川,成都,成都丰田4S店
2025-07-03,比亚迪,海豚,7,12.7,88.9,湖北,襄阳,襄阳比亚迪4S店
2025-07-03,长安,CS75,3,18.4,55.2,四川,绵阳,绵阳长安4S店
2025-07-04,大众,途观,9,10.2,91.8,广东,东莞,东莞大众4S店
2025-07-04,奥迪,Q3,1,53.8,53.8,安徽,合肥,合肥奥迪4S店
2025-07-05,丰田,凯美瑞,2,23.7,47.4,河北,石家庄,石家庄丰田4S店
2025-07-05,吉利,星瑞,9,8.7,78.3,四川,绵阳,绵阳吉利4S店
2025-07-05,蔚来,ET7,3,42.4,127.2,陕西,西安,西安蔚来4S店
2025-07-06,奔驰,C级,6,68.0,408.0,湖南,株洲,株洲奔驰4S店
2025-07-06,宝马,X3,6,41.6,249.6,福建,福州,福州宝马4S店
2025-07-06,吉利,博越,3,17.5,52.5,陕西,西安,西安吉利4S店
2025-07-07,小鹏,G6,7,27.3,191.1,北京,北京市,北京市小鹏4S店
2025-07-07,吉利,博越,2,15.6,31.2,北京,北京市,北京市吉利4S店
2025-07-08,大众,速腾,2,19.1,38.2,河北,石家庄,石家庄大众4S店
2025-07-08,特斯拉,Model Y,7,45.1,315.7,陕西,西安,西安特斯拉4S店
2025-07-08,长城,炮,8,29.7,237.6,河北,唐山,唐山长城4S店
2025-07-08,小鹏,G9,2,25.3,50.6,安徽,芜湖,芜湖小鹏4S店
2025-07-08,宝马,3系,10,59.4,594.0,江苏,无锡,无锡宝马4S店
2025-07-09,长城,炮,9,23.9,215.1,河南,郑州,郑州长城4S店
2025-07-09,奔驰,GLC,1,37.5,37.5,江苏,苏州,苏州奔驰4S店
2025-07-10,长安,UNI-V,10,13.9,139.0,陕西,西安,西安长安4S店
2025-07-10,奔驰,GLE,6,63.0,378.0,湖南,长沙,长沙奔驰4S店
2025-07-11,奔驰,E级,7,39.8,278.6,湖南,长沙,长沙奔驰4S店
2025-07-11,奔驰,GLE,7,64.8,453.6,河南,郑州,郑州奔驰4S店
2025-07-11,大众,朗逸,1,11.7,11.7,浙江,温州,温州大众4S店
2025-07-12,长城,坦克300,9,26.3,236.7,上海,上海市,上海市长城4S店
2025-07-12,大众,速腾,4,17.1,68.4,江苏,无锡,无锡大众4S店
2025-07-12,奥迪,A4L,2,44.0,88.0,河南,洛阳,洛阳奥迪4S店
2025-07-13,吉利,星越L,1,8.6,8.6,安徽,合肥,合肥吉利4S店
2025-07-14,长安,逸动,6,14.0,84.0,江苏,苏州,苏州长安4S店
2025-07-14,长城,炮,5,17.8,89.0,广东,佛山,佛山长城4S店
2025-07-15,理想,L7,4,47.2,188.8,浙江,宁波,宁波理想4S店
2025-07-15,长安,UNI-V,10,13.4,134.0,河南,郑州,郑州长安4S店
2025-07-15,吉利,星越L,4,17.7,70.8,河北,石家庄,石家庄吉利4S店
2025-07-15,小鹏,G9,9,27.2,244.8,河北,唐山,唐山小鹏4S店
2025-07-15,奔驰,GLE,6,68.3,409.8,湖北,武汉,武汉奔驰4S店
2025-07-15,长安,UNI-V,3,13.6,40.8,陕西,西安,西安长安4S店
2025-07-15,理想,L7,4,32.4,129.6,河南,洛阳,洛阳理想4S店
2025-07-16,比亚迪,秦PLUS,6,20.7,124.2,北京,北京市,北京市比亚迪4S店
2025-07-16,奔驰,GLC,10,58.5,585.0,北京,北京市,北京市奔驰4S店
2025-07-17,奔驰,GLE,9,51.2,460.8,陕西,西安,西安奔驰4S店
2025-07-17,长城,炮,8,29.6,236.8,北京,北京市,北京市长城4S店
2025-07-17,比亚迪,汉,2,18.3,36.6,安徽,合肥,合肥比亚迪4S店
2025-07-17,本田,CR-V,9,10.4,93.6,陕西,西安,西安本田4S店
2025-07-19,理想,L8,7,30.9,216.3,山东,青岛,青岛理想4S店
2025-07-19,长城,哈弗H6,10,20.7,207.0,上海,上海市,上海市长城4S店
2025-07-20,特斯拉,Model S,4,41.5,166.0,重庆,重庆市,重庆市特斯拉4S店
2025-07-21,理想,L9,8,45.5,364.0,上海,上海市,上海市理想4S店
2025-07-22,长安,CS75,5,8.1,40.5,浙江,杭州,杭州长安4S店
2025-07-22,理想,L8,4,44.9,179.6,山东,济南,济南理想4S店
2025-07-22,本田,思域,10,21.2,212.0,上海,上海市,上海市本田4S店
2025-07-22,宝马,X5,6,54.1,324.6,四川,绵阳,绵阳宝马4S店
2025-07-22,小鹏,P7,1,20.2,20.2,湖南,株洲,株洲小鹏4S店
2025-07-23,蔚来,ES6,4,32.3,129.2,上海,上海市,上海市蔚来4S店
2025-07-23,丰田,RAV4,7,29.8,208.6,四川,绵阳,绵阳丰田4S店
2025-07-23,特斯拉,Model 3,8,27.2,217.6,湖北,武汉,武汉特斯拉4S店
2025-07-23,本田,CR-V,7,16.9,118.3,江苏,无锡,无锡本田4S店
2025-07-24,大众,途观,2,17.7,35.4,山东,济南,济南大众4S店
2025-07-25,本田,思域,10,13.2,132.0,重庆,重庆市,重庆市本田4S店
2025-07-25,奥迪,A4L,1,42.3,42.3,广东,深圳,深圳奥迪4S店
2025-07-25,奔驰,C级,8,49.6,396.8,上海,上海市,上海市奔驰4S店
2025-07-25,长城,哈弗H6,3,13.7,41.1,四川,绵阳,绵阳长城4S店
2025-07-25,宝马,3系,5,47.5,237.5,重庆,重庆市,重庆市宝马4S店
2025-07-25,小鹏,G6,10,36.0,360.0,安徽,合肥,合肥小鹏4S店
2025-07-27,吉利,帝豪,4,11.0,44.0,河南,洛阳,洛阳吉利4S店
2025-07-27,比亚迪,汉,10,13.4,134.0,四川,绵阳,绵阳比亚迪4S店
2025-07-27,奥迪,A6L,4,54.7,218.8,江苏,无锡,无锡奥迪4S店
2025-07-27,奔驰,C级,10,53.3,533.0,陕西,西安,西安奔驰4S店
2025-07-27,理想,L9,6,45.9,275.4,湖北,武汉,武汉理想4S店
2025-07-28,长安,逸动,4,19.1,76.4,陕西,西安,西安长安4S店
2025-07-28,奔驰,GLE,7,55.2,386.4,山东,济南,济南奔驰4S店
2025-07-29,理想,L9,6,31.5,189.0,福建,福州,福州理想4S店
2025-07-29,长城,坦克300,8,18.3,146.4,四川,成都,成都长城4S店
2025-07-29,蔚来,EC6,5,49.8,249.0,浙江,杭州,杭州蔚来4S店
2025-07-30,吉利,星越L,1,16.7,16.7,安徽,合肥,合肥吉利4S店
2025-07-30,长安,UNI-K,2,18.3,36.6,重庆,重庆市,重庆市长安4S店
2025-07-30,本田,飞度,10,19.8,198.0,湖南,株洲,株洲本田4S店
2025-07-30,吉利,星瑞,1,8.3,8.3,湖南,株洲,株洲吉利4S店
2025-07-31,本田,CR-V,10,10.9,109.0,重庆,重庆市,重庆市本田4S店
2025-07-31,大众,帕萨特,3,11.0,33.0,北京,北京市,北京市大众4S店
2025-07-31,比亚迪,宋PLUS,4,12.7,50.8,山东,青岛,青岛比亚迪4S店
2025-07-31,宝马,3系,5,51.0,255.0,浙江,宁波,宁波宝马4S店
2025-07-31,宝马,X5,8,30.7,245.6,湖南,长沙,长沙宝马4S店
2025-07-31,吉利,博越,10,15.0,150.0,北京,北京市,北京市吉利4S店
2025-07-31,比亚迪,汉,4,17.0,68.0,北京,北京市,北京市比亚迪4S店
2025-07-31,小鹏,G6,8,24.8,198.4,安徽,合肥,合肥小鹏4S店
2025-08-01,比亚迪,宋PLUS,7,26.7,186.9,重庆,重庆市,重庆市比亚迪4S店
2025-08-01,长城,哈弗H6,10,26.7,267.0,河南,洛阳,洛阳长城4S店
2025-08-01,本田,雅阁,2,21.3,42.6,山东,青岛,青岛本田4S店
2025-08-01,蔚来,ET7,4,52.7,210.8,河北,石家庄,石家庄蔚来4S店
2025-08-01,理想,L8,1,45.9,45.9,陕西,西安,西安理想4S店
2025-08-02,大众,朗逸,6,17.9,107.4,上海,上海市,上海市大众4S店
2025-08-02,奥迪,Q3,5,28.7,143.5,四川,成都,成都奥迪4S店
2025-08-02,理想,L7,4,47.4,189.6,安徽,合肥,合肥理想4S店
2025-08-02,大众,帕萨特,10,20.1,201.0,福建,福州,福州大众4S店
2025-08-02,大众,途观,3,25.0,75.0,广东,广州,广州大众4S店
2025-08-03,吉利,博越,5,12.9,64.5,河南,洛阳,洛阳吉利4S店
2025-08-03,奥迪,Q5L,5,29.7,148.5,安徽,芜湖,芜湖奥迪4S店
2025-08-03,长城,炮,2,19.1,38.2,陕西,西安,西安长城4S店
2025-08-03,丰田,凯美瑞,9,26.5,238.5,河北,石家庄,石家庄丰田4S店
2025-08-03,蔚来,EC6,7,41.0,287.0,江苏,苏州,苏州蔚来4S店
2025-08-03,本田,CR-V,8,21.0,168.0,江苏,无锡,无锡本田4S店
2025-08-04,本田,飞度,6,21.7,130.2,江苏,南京,南京本田4S店
2025-08-04,小鹏,G6,10,27.4,274.0,江苏,苏州,苏州小鹏4S店
2025-08-05,宝马,3系,1,46.2,46.2,重庆,重庆市,重庆市宝马4S店
2025-08-05,大众,迈腾,3,19.5,58.5,湖北,武汉,武汉大众4S店
2025-08-05,蔚来,ES6,4,44.3,177.2,河南,郑州,郑州蔚来4S店
2025-08-05,长城,哈弗H6,10,20.3,203.0,河北,唐山,唐山长城4S店
2025-08-06,特斯拉,Model S,4,54.1,216.4,江苏,南京,南京特斯拉4S店
2025-08-07,长安,UNI-V,10,11.1,111.0,湖南,株洲,株洲长安4S店
2025-08-09,奥迪,A6L,8,37.4,299.2,河南,洛阳,洛阳奥迪4S店
2025-08-09,理想,L9,3,49.5,148.5,江苏,苏州,苏州理想4S店
2025-08-10,长城,炮,6,15.0,90.0,福建,厦门,厦门长城4S店
2025-08-11,长城,哈弗H6,8,16.9,135.2,山东,济南,济南长城4S店
2025-08-11,宝马,3系,5,35.0,175.0,湖南,长沙,长沙宝马4S店
2025-08-12,蔚来,ES6,2,31.7,63.4,重庆,重庆市,重庆市蔚来4S店
2025-08-13,吉利,星越L,4,9.2,36.8,上海,上海市,上海市吉利4S店
2025-08-13,特斯拉,Model Y,7,49.1,343.7,江苏,无锡,无锡特斯拉4S店
2025-08-13,比亚迪,海豚,4,17.3,69.2,四川,绵阳,绵阳比亚迪4S店
2025-08-13,小鹏,G6,2,36.6,73.2,陕西,西安,西安小鹏4S店
2025-08-13,蔚来,ET5,3,37.0,111.0,北京,北京市,北京市蔚来4S店
2025-08-14,奔驰,GLC,8,68.9,551.2,安徽,芜湖,芜湖奔驰4S店
2025-08-15,长安,UNI-K,9,18.0,162.0,四川,成都,成都长安4S店
2025-08-15,宝马,X3,7,49.2,344.4,安徽,芜湖,芜湖宝马4S店
2025-08-15,小鹏,G6,7,25.4,177.8,湖南,长沙,长沙小鹏4S店
2025-08-15,长安,逸动,4,13.3,53.2,浙江,温州,温州长安4S店
2025-08-15,蔚来,EC6,4,34.6,138.4,上海,上海市,上海市蔚来4S店
2025-08-15,特斯拉,Model S,4,46.0,184.0,重庆,重庆市,重庆市特斯拉4S店
2025-08-16,小鹏,P7,9,31.5,283.5,山东,青岛,青岛小鹏4S店
2025-08-16,小鹏,G9,8,29.0,232.0,四川,绵阳,绵阳小鹏4S店
2025-08-17,宝马,X5,10,43.9,439.0,安徽,合肥,合肥宝马4S店
2025-08-17,小鹏,G9,2,39.0,78.0,浙江,温州,温州小鹏4S店
2025-08-18,丰田,凯美瑞,8,19.1,152.8,重庆,重庆市,重庆市丰田4S店
2025-08-19,小鹏,G9,6,33.0,198.0,湖南,株洲,株洲小鹏4S店
2025-08-19,宝马,3系,7,42.4,296.8,湖北,襄阳,襄阳宝马4S店
2025-08-19,奥迪,Q5L,9,28.9,260.1,福建,福州,福州奥迪4S店
2025-08-19,奥迪,A6L,7,35.7,249.9,河南,郑州,郑州奥迪4S店
2025-08-19,本田,CR-V,2,22.9,45.8,四川,成都,成都本田4S店
2025-08-19,奥迪,A6L,1,53.9,53.9,湖北,武汉,武汉奥迪4S店
2025-08-19,蔚来,EC6,6,37.8,226.8,湖北,襄阳,襄阳蔚来4S店
2025-08-20,比亚迪,秦PLUS,5,17.4,87.0,上海,上海市,上海市比亚迪4S店
2025-08-20,特斯拉,Model S,9,55.4,498.6,陕西,西安,西安特斯拉4S店
2025-08-21,特斯拉,Model Y,2,33.8,67.6,河北,唐山,唐山特斯拉4S店
2025-08-21,比亚迪,秦PLUS,6,29.6,177.6,上海,上海市,上海市比亚迪4S店
2025-08-21,比亚迪,唐,3,20.1,60.3,重庆,重庆市,重庆市比亚迪4S店
2025-08-21,特斯拉,Model Y,3,36.3,108.9,安徽,合肥,合肥特斯拉4S店
2025-08-22,大众,迈腾,9,20.0,180.0,湖南,株洲,株洲大众4S店
2025-08-22,吉利,博越,10,11.8,118.0,湖北,武汉,武汉吉利4S店
2025-08-22,宝马,5系,4,59.4,237.6,湖南,株洲,株洲宝马4S店
2025-08-22,理想,L8,7,34.0,238.0,陕西,西安,西安理想4S店
2025-08-22,蔚来,EC6,2,57.9,115.8,河北,唐山,唐山蔚来4S店
2025-08-23,宝马,3系,10,30.3,303.0,湖南,长沙,长沙宝马4S店
2025-08-23,丰田,汉兰达,1,21.3,21.3,湖南,株洲,株洲丰田4S店
2025-08-24,本田,雅阁,9,17.0,153.0,陕西,西安,西安本田4S店
2025-08-25,特斯拉,Model S,8,54.1,432.8,重庆,重庆市,重庆市特斯拉4S店
2025-08-25,小鹏,G9,10,35.0,350.0,河北,石家庄,石家庄小鹏4S店
2025-08-26,小鹏,G9,8,35.2,281.6,福建,厦门,厦门小鹏4S店
2025-08-27,奥迪,Q3,9,45.3,407.7,四川,成都,成都奥迪4S店
2025-08-27,特斯拉,Model Y,3,40.7,122.1,上海,上海市,上海市特斯拉4S店
2025-08-27,本田,雅阁,10,22.6,226.0,北京,北京市,北京市本田4S店
2025-08-27,长城,哈弗H6,5,11.3,56.5,福建,厦门,厦门长城4S店
2025-08-27,长城,哈弗H6,4,24.7,98.8,河北,唐山,唐山长城4S店
2025-08-27,长安,逸动,8,9.1,72.8,上海,上海市,上海市长安4S店
2025-08-27,吉利,帝豪,10,13.2,132.0,上海,上海市,上海市吉利4S店
2025-08-28,大众,速腾,7,18.0,126.0,湖南,长沙,长沙大众4S店
2025-08-28,理想,L9,9,48.7,438.3,四川,成都,成都理想4S店
2025-08-29,小鹏,G6,6,38.3,229.8,山东,青岛,青岛小鹏4S店
